sport,dport,proto,state,dur,sbytes,spkts,label
26135,24935,tcp,FIN,0.015086,2766,44,
2025,5190,tcp,FIN,0.190427,1920,22,
52997,25,tcp,FIN,0.024727,37232,52,
46960,25,tcp,FIN,0.021141,37502,52,
22872,21,tcp,FIN,2.106454,2934,52,
55309,5190,tcp,FIN,0.129068,1272,16,
1487,27503,tcp,FIN,0.016029,2766,44,
5342,3012,udp,CON,0.0018,536,4,
6372,43051,tcp,FIN,0.004957,3992,18,
10118,80,tcp,FIN,1.014256,1062,11,
27728,55442,tcp,FIN,0.032625,4238,72,
25904,48596,tcp,FIN,0.04799,8928,14,
19729,80,tcp,FIN,1.005834,1684,14,
50990,53,udp,CON,0.001081,146,2,
10311,44808,tcp,FIN,0.29185,4640,26,
5256,53,udp,CON,0.00108,146,2,
1608,80,tcp,FIN,1.005826,1580,12,
8586,53,udp,CON,0.001046,130,2,
45436,111,udp,CON,0.004916,568,4,
6893,25,tcp,FIN,0.148828,37502,52,
62592,35375,tcp,FIN,0.014881,2766,44,
62863,5190,tcp,FIN,0.004269,1064,12,
17398,111,udp,CON,0.172321,568,4,
62991,20874,udp,CON,0.036109,536,4,
21734,53,udp,CON,0.001082,146,2,
63889,5190,tcp,FIN,0.004748,1064,12,
45007,42042,udp,CON,0.001802,536,4,
21060,17542,tcp,FIN,0.042069,4238,72,
11750,111,udp,CON,0.087237,568,4,
40772,10129,udp,CON,0.036184,536,4,
38734,5190,tcp,FIN,0.004126,1064,12,
37985,143,tcp,FIN,0.783857,7816,122,
35538,40548,tcp,FIN,0.524496,4512,28,
22567,53,udp,CON,0.001008,146,2,
51833,25,tcp,FIN,0.444627,37232,52,
31165,53,udp,CON,0.001067,146,2,
27667,1461,tcp,FIN,0.030946,4222,72,
57216,25,tcp,FIN,0.02605,37502,52,
1670,62809,tcp,FIN,0.577399,4744,28,
28850,53,udp,CON,0.001108,146,2,
54992,25,tcp,FIN,0.021653,37232,52,
4985,111,udp,CON,0.004952,568,4,
61529,80,tcp,FIN,1.005828,1580,12,
4377,53,udp,CON,0.00106,130,2,
43214,42314,tcp,FIN,0.014932,2766,44,
45254,57102,udp,CON,0.001874,536,4,
6295,143,tcp,FIN,0.096802,7816,122,
57289,27238,tcp,FIN,0.023935,3598,60,
57492,53,udp,CON,0.001007,146,2,
25676,53,udp,CON,0.000966,146,2,
3841,111,udp,CON,0.328297,568,4,
41440,41221,tcp,FIN,0.09611,4222,72,
13180,13137,tcp,FIN,0.109084,2766,44,
21953,53,udp,CON,0.001028,146,2,
13375,42400,tcp,FIN,0.003266,8928,14,
64577,18479,tcp,FIN,0.127759,4238,72,
11740,39407,tcp,FIN,0.023597,3598,60,
14372,5190,tcp,FIN,0.004254,1064,12,
6637,43140,tcp,FIN,0.391445,4744,28,
5454,8657,udp,CON,0.189048,536,4,
13318,11278,tcp,FIN,0.175813,3598,60,
19952,53,udp,CON,0.00114,146,2,
10656,21,tcp,FIN,0.020113,2934,52,
8885,53,udp,CON,0.001055,130,2,
62187,80,tcp,FIN,1.022836,1580,12,
54154,80,tcp,FIN,1.004696,1580,12,
42702,48958,tcp,FIN,0.030942,4238,72,
18882,14790,tcp,FIN,0.046267,2766,44,
12495,16578,tcp,FIN,0.003523,528,10,
41273,24129,tcp,FIN,0.002927,320,6,
10138,6660,tcp,FIN,0.029993,4222,72,
60067,20365,tcp,FIN,0.107101,4222,72,
24907,25,tcp,FIN,0.026548,37232,52,
60597,5190,tcp,FIN,0.004092,1064,12,
44680,45076,tcp,FIN,0.370701,4408,26,
15003,40451,tcp,FIN,0.173948,4238,72,
52591,53,udp,CON,0.001088,130,2,
45799,5190,tcp,FIN,0.123054,1272,16,
52591,53,udp,CON,0.001088,130,2,
32813,143,tcp,FIN,0.032495,7816,122,
10537,6881,tcp,FIN,0.264263,13454,234,
14494,6881,tcp,FIN,0.018287,1540,16,
26419,5190,tcp,FIN,0.07614,1272,16,
35065,6881,tcp,FIN,0.018267,1540,16,
5770,53,udp,CON,0.000989,146,2,
44347,80,tcp,FIN,0.003862,1048,8,
59562,80,tcp,FIN,1.006875,1580,12,
56938,54909,tcp,FIN,0.084254,4238,72,
23703,59603,tcp,FIN,0.099779,3598,60,
50532,53,udp,CON,0.001039,130,2,
9545,6881,tcp,FIN,0.014017,1540,16,
28885,5190,tcp,FIN,0.186508,1920,22,
27678,23524,tcp,FIN,0.014928,2766,44,
5901,53,udp,CON,0.001047,132,2,
12445,6881,tcp,FIN,0.018223,1540,16,
9624,29113,tcp,FIN,0.019304,2766,44,
57715,36678,udp,INT,4e-06,142,2,Shellcode
30792,143,tcp,FIN,1.951423,2460,52,Exploits
10676,111,tcp,FIN,0.778488,564,10,Reconnaissance
3629,25,tcp,FIN,3.800242,742150,584,Exploits
26848,111,udp,CON,0.004954,568,4,
33958,13868,tcp,FIN,0.025814,2766,44,
54649,25783,tcp,FIN,0.004898,4224,18,
16007,6881,tcp,FIN,0.019469,1540,16,
45956,53,udp,CON,0.001022,130,2,
14315,6881,tcp,FIN,0.350256,13142,228,
36236,6881,tcp,FIN,0.019449,1540,16,
14056,41588,tcp,FIN,0.06275,4238,72,
7468,80,tcp,FIN,1.015932,1684,14,
15148,6881,tcp,FIN,0.398908,4380,68,
28507,54486,udp,CON,0.001732,536,4,
29426,28319,tcp,FIN,0.004916,4224,18,
55660,15780,udp,CON,0.001774,536,4,
61260,53,udp,CON,0.001073,146,2,
15960,14033,tcp,FIN,0.045944,4238,72,
60586,53,udp,CON,0.001068,146,2,
11545,6881,tcp,FIN,0.334174,3964,60,
41103,45026,tcp,FIN,0.040888,4238,72,
1997,143,tcp,FIN,1.014827,7712,120,
24454,111,udp,CON,0.004791,568,4,
14315,6881,tcp,FIN,0.350256,13142,228,
38506,53,udp,CON,0.001005,132,2,
62971,5190,tcp,FIN,0.007813,1920,22,
12619,80,tcp,FIN,0.00388,1048,8,
17580,6881,tcp,FIN,0.019448,1540,16,
35034,6881,tcp,FIN,0.014147,1540,16,
39996,11207,tcp,FIN,0.030874,2870,46,
22435,53,udp,CON,0.00105,146,2,
34528,53,udp,CON,0.000938,146,2,
6237,53,udp,CON,0.001083,146,2,
12374,5190,tcp,FIN,0.004227,1064,12,
11161,53,udp,CON,0.001041,130,2,
30374,29263,tcp,FIN,0.03,4222,72,
62082,25,tcp,FIN,0.354862,37502,52,
39400,143,tcp,FIN,1.097113,7812,122,
1961,53,udp,CON,0.001076,146,2,
1313,53,udp,CON,0.000995,146,2,
57678,80,tcp,FIN,1.022022,1580,12,
33174,5190,tcp,FIN,0.025324,1920,22,
10306,111,udp,CON,0.005282,568,4,
31879,51421,tcp,FIN,0.023801,3598,60,
28362,5190,tcp,FIN,0.004152,1064,12,
36080,80,tcp,FIN,1.454286,1684,14,
27040,80,tcp,FIN,1.009845,1684,14,
8952,5190,tcp,FIN,0.005089,1064,12,
41481,31655,udp,CON,0.001767,536,4,
55649,111,udp,INT,1.1e-05,168,2,Reconnaissance
19983,80,tcp,FIN,2.065462,1998,46,Exploits
35188,3050,tcp,FIN,0.201524,2528,10,Exploits
18910,53,udp,CON,0.001043,146,2,
57588,53,udp,CON,0.000939,130,2,
45741,80,tcp,FIN,1.142657,18578,348,
14961,53,udp,CON,0.000962,130,2,
46931,5190,tcp,FIN,0.004158,1064,12,
22367,12785,tcp,FIN,0.038903,4222,72,
24028,21964,tcp,FIN,0.046963,3598,60,
2765,80,tcp,FIN,1.173144,1580,12,
1967,53,udp,CON,0.000998,146,2,
60430,53,udp,CON,0.000955,130,2,
26277,53,udp,CON,0.00102,130,2,
40595,11601,tcp,FIN,0.358331,4744,28,
35774,143,tcp,FIN,0.498389,7816,122,
16520,21,tcp,FIN,0.861771,2934,52,
19399,42400,tcp,FIN,0.222423,8928,14,
63736,53,udp,CON,0.001049,146,2,
49480,80,tcp,FIN,1.141345,1580,12,
16057,53,udp,CON,0.000987,146,2,
18526,16578,tcp,FIN,0.223758,424,8,
63764,24129,tcp,FIN,0.046414,320,6,
1075,25,tcp,FIN,0.024412,37232,52,
34489,5190,tcp,FIN,0.00637,1920,22,
17021,13921,tcp,FIN,0.030883,4238,72,
4286,46986,tcp,FIN,0.005006,3992,18,
55855,143,tcp,FIN,0.71787,5688,92,
35792,41929,tcp,FIN,0.067016,3598,60,
40947,35614,tcp,FIN,0.12705,4222,72,
1650,111,udp,CON,0.004829,568,4,
8295,3816,tcp,FIN,0.014585,2766,44,
34167,39380,tcp,FIN,0.014936,2766,44,
2328,4122,tcp,FIN,0.030974,4222,72,
3156,61732,udp,CON,0.001784,536,4,
9871,45776,tcp,FIN,0.030272,4238,72,
43160,5190,tcp,FIN,0.004161,1064,12,
3999,1890,tcp,FIN,0.023786,3598,60,
63928,80,tcp,FIN,1.015163,1684,14,
64649,80,tcp,FIN,1.007018,1580,12,
32928,5190,tcp,FIN,0.004112,1064,12,
43793,5190,tcp,FIN,0.004208,1064,12,
1650,111,udp,CON,0.004829,568,4,
40277,16833,tcp,FIN,0.0309,4222,72,
10149,80,tcp,FIN,0.190391,814,10,Reconnaissance
51943,8300,tcp,FIN,0.233258,1024,10,Exploits
57531,143,tcp,FIN,1.956087,7816,122,
63246,5190,tcp,FIN,0.006309,1920,22,
57568,5190,tcp,FIN,0.27131,1920,22,
36500,53,udp,CON,0.001023,146,2,
1755,60625,udp,CON,0.001807,536,4,
60204,111,udp,CON,0.004805,568,4,
29731,53,udp,CON,0.001056,130,2,
24984,23087,tcp,FIN,0.035359,4238,72,
59351,24626,tcp,FIN,0.015043,2766,44,
21636,5190,tcp,FIN,0.240366,1920,22,
24800,59311,tcp,FIN,0.006403,3992,18,
57104,143,tcp,FIN,1.917993,7812,122,
34224,12858,tcp,FIN,0.098731,3598,60,
23649,14569,udp,CON,0.001776,536,4,
32081,111,udp,CON,0.017291,568,4,
31488,143,tcp,FIN,0.878821,7816,122,
35935,5190,tcp,FIN,0.026092,1064,12,
3717,2895,tcp,FIN,0.014874,2766,44,
42533,5093,tcp,FIN,0.049074,4222,72,
47455,46955,udp,CON,0.060139,536,4,
62817,80,tcp,FIN,1.004892,1580,12,
2416,5190,tcp,FIN,0.104334,1920,22,
3064,1819,tcp,FIN,0.53844,4744,28,
8986,8099,tcp,FIN,0.108,2766,44,
54154,111,udp,CON,0.151328,568,4,
10546,44388,tcp,FIN,0.127954,4238,72,
3106,47652,tcp,FIN,0.381458,4512,28,
43786,5190,tcp,FIN,0.141305,1272,16,
5294,49417,tcp,FIN,0.030988,4238,72,
1999,2389,udp,CON,0.083137,536,4,
33374,111,udp,CON,0.212276,568,4,
13391,5190,tcp,FIN,0.237408,1920,22,
44114,6273,tcp,FIN,0.106879,3598,60,
19831,19824,tcp,FIN,0.030819,4222,72,
59220,111,udp,INT,1.2e-05,168,2,Reconnaissance
23020,8182,tcp,FIN,0.188653,2396,10,Exploits
65436,19356,tcp,CON,0.015214,2350,36,
19023,38004,udp,CON,0.09718,536,4,
58464,65258,udp,CON,0.064136,536,4,
58768,143,tcp,FIN,0.812924,7572,118,
2060,53,udp,CON,0.001008,146,2,
17354,111,udp,CON,0.41036,568,4,
2560,47206,tcp,FIN,0.8335,2736,26,
61114,5190,tcp,FIN,0.004171,1064,12,
32938,53,udp,CON,0.001128,146,2,
65245,53,udp,CON,0.00102,130,2,
21200,111,udp,CON,0.25332,568,4,
24319,53,udp,CON,0.001627,130,2,
1367,5190,tcp,FIN,0.00429,1064,12,
1585,18826,tcp,FIN,0.732222,4512,28,
51108,111,udp,CON,0.628289,568,4,
12097,39831,tcp,FIN,0.155827,4238,72,
41470,41610,tcp,FIN,0.110107,2766,44,
52584,30455,udp,CON,0.294176,536,4,
62525,53,udp,CON,0.001014,146,2,
49952,80,tcp,FIN,1.012448,1684,14,
57600,111,udp,CON,0.757282,568,4,
5239,5190,tcp,FIN,0.011279,1920,22,
38278,5007,tcp,FIN,0.017868,2766,44,
5191,3146,tcp,FIN,0.102416,3598,60,
13152,41134,tcp,FIN,0.141507,4238,72,
23540,22442,tcp,FIN,0.787379,4512,28,
29403,23365,udp,CON,0.505163,536,4,
38206,41819,tcp,FIN,0.023117,2766,44,
16773,40622,tcp,FIN,0.097038,2766,44,
1278,53,udp,CON,0.001028,130,2,
42034,53,udp,CON,0.001004,146,2,
18984,16129,tcp,FIN,0.127917,4238,72,
12367,39891,tcp,FIN,0.042914,4238,72,
19857,53,udp,CON,0.001147,146,2,
35874,22,tcp,FIN,1.801854,25736,326,
26039,143,tcp,FIN,1.095572,7812,122,
3587,1413,tcp,FIN,0.058801,4222,72,
15827,80,tcp,FIN,0.221685,796,10,Reconnaissance
27463,61142,tcp,FIN,0.038243,4238,72,
46018,42400,tcp,FIN,0.003857,8928,14,
46614,53,udp,CON,0.001061,130,2,
56549,25,tcp,FIN,0.025498,37232,52,
47678,32919,tcp,FIN,0.740428,4744,28,
60302,53,udp,CON,0.000965,146,2,
60373,143,tcp,FIN,0.838245,7812,122,
56328,53,udp,CON,0.001031,146,2,
50913,5190,tcp,FIN,0.004122,1064,12,
24516,23264,tcp,FIN,0.391322,4744,28,
27133,53,udp,CON,0.000908,146,2,
4197,27233,tcp,FIN,0.041078,4222,72,
42092,24129,tcp,FIN,0.004246,320,6,
42952,53,udp,CON,0.001094,146,2,
6705,3313,tcp,FIN,0.06295,3598,60,
27133,53,udp,CON,0.000908,146,2,
43179,21,tcp,FIN,0.029105,2934,52,
49468,53,udp,CON,0.001076,130,2,
59338,62818,udp,CON,0.073203,536,4,
52125,29207,tcp,FIN,0.752461,4744,28,
25694,24353,tcp,FIN,0.019982,2766,44,
42965,16578,tcp,FIN,0.004812,424,8,
42029,42367,udp,CON,0.001797,536,4,
59680,111,udp,CON,0.286299,568,4,
1822,80,tcp,FIN,1.006044,1580,12,
48798,111,udp,CON,0.007257,568,4,
4601,143,tcp,FIN,0.545819,7812,122,
7485,53,udp,CON,0.001082,146,2,
23236,7075,tcp,FIN,0.021495,2766,44,
23768,111,udp,CON,0.0046,568,4,
62247,53,udp,CON,0.001094,146,2,
1607,25751,tcp,FIN,0.021006,2766,44,
25954,60188,tcp,FIN,0.037642,4238,72,
25277,22883,udp,CON,0.001675,536,4,
21369,80,tcp,FIN,1.234029,1684,14,
65343,21684,tcp,FIN,0.01592,2766,44,
7240,43877,tcp,FIN,0.271366,4536,24,
40952,53,udp,CON,0.001099,146,2,
58934,20903,tcp,FIN,0.040747,4238,72,
15063,53,udp,CON,0.001076,146,2,
24011,80,tcp,FIN,1.027069,1580,12,
12392,5190,tcp,FIN,0.005259,1064,12,
30325,80,tcp,FIN,1.005008,1580,12,
44872,25,tcp,FIN,0.504765,37232,52,
10993,5190,tcp,FIN,0.005978,2024,24,
21892,19594,tcp,FIN,0.040749,4238,72,
56031,60875,tcp,FIN,0.00509,3992,18,
7812,80,tcp,FIN,2.159987,17850,334,
3996,111,tcp,FIN,0.625088,564,10,Reconnaissance
37218,25,tcp,FIN,0.775921,3926,20,Exploits
22252,443,tcp,FIN,0.362505,3026,12,Generic
10286,6881,tcp,FIN,0.021389,1540,16,
27415,55846,tcp,FIN,0.020838,2766,44,
47451,53,udp,CON,0.000925,130,2,
5410,80,tcp,FIN,0.004006,1048,8,
51673,53,udp,CON,0.001002,146,2,
57825,53,udp,CON,0.000991,130,2,
16758,25,tcp,FIN,0.594781,37502,52,
5833,53,udp,CON,0.001086,146,2,
7498,25,tcp,FIN,0.045328,37502,52,
31778,40095,tcp,FIN,0.223515,424,8,
50265,11228,tcp,FIN,0.046563,320,6,
38876,6881,tcp,FIN,0.021454,1540,16,
9343,6881,tcp,FIN,0.021356,1540,16,
28928,54719,tcp,CON,0.033348,3354,55,
53270,53,udp,CON,0.001093,146,2,
10108,45771,tcp,FIN,0.054322,4342,74,
52290,48596,tcp,FIN,0.297642,8928,14,
6439,6881,tcp,FIN,0.016989,1540,16,
8384,28751,tcp,FIN,0.037294,2766,44,
8589,80,tcp,FIN,1.175872,1684,14,
44822,5190,tcp,FIN,0.005261,1064,12,
49593,53,udp,CON,0.001021,132,2,
55665,80,tcp,FIN,1.058935,1580,12,
1848,19047,tcp,FIN,0.139114,4096,20,
25258,53,udp,CON,0.001066,130,2,
27638,5190,tcp,FIN,0.00408,1064,12,
43811,48596,tcp,FIN,0.244476,8928,14,
3046,21,tcp,FIN,1.470782,2818,50,
14681,53,udp,CON,0.001056,146,2,
13505,5190,tcp,FIN,0.259266,1272,16,
25280,59240,tcp,FIN,0.048024,764,12,
62385,25,tcp,FIN,0.321863,37232,52,
48919,40095,tcp,FIN,0.22344,424,8,
34361,80,tcp,FIN,2.197207,18058,338,
29883,21,tcp,FIN,0.983658,2830,50,
52910,80,tcp,FIN,1.164204,1684,14,
19223,40941,udp,CON,0.00167,536,4,
63890,111,udp,CON,0.004628,568,4,
61702,20113,tcp,FIN,0.040799,4222,72,
58612,53,udp,CON,0.001104,146,2,
41518,39576,tcp,FIN,0.027947,2766,44,
56565,11228,tcp,FIN,0.04639,320,6,
13469,11418,tcp,FIN,0.070926,4238,72,
9348,5190,tcp,FIN,0.18625,1920,22,
44229,6881,tcp,FIN,0.658332,4172,64,
7385,6881,tcp,FIN,0.540266,13246,230,
53313,80,tcp,FIN,1.139038,1580,12,
50089,11228,tcp,FIN,0.181353,320,6,
36200,5190,tcp,FIN,0.234267,1272,16,
43740,143,tcp,FIN,0.03272,7812,122,
53922,25101,tcp,FIN,0.017772,2766,44,
2103,80,tcp,FIN,5.343733,18474,346,
38777,5339,tcp,FIN,0.031886,4222,72,
10877,10671,tcp,FIN,0.014879,2766,44,
44048,111,udp,CON,0.004767,568,4,
31881,25,tcp,FIN,0.441941,37232,52,
40342,10439,tcp,FIN,0.083017,4238,72,
48134,53,udp,CON,0.00108,130,2,
26019,22,tcp,FIN,1.009838,14820,169,
57658,21,tcp,FIN,1.16771,2934,52,
10834,39155,tcp,FIN,0.090979,4224,18,
4283,47155,udp,CON,0.001777,536,4,
5519,4097,tcp,FIN,0.008016,3992,18,
11495,5190,tcp,FIN,0.004199,1064,12,
30333,53,udp,CON,0.000957,130,2,
32783,11228,tcp,FIN,0.07727,320,6,
35453,39646,tcp,FIN,0.02413,3598,60,
52171,48596,tcp,FIN,0.311281,8928,14,
9692,13745,udp,CON,0.001732,536,4,
1275,53470,tcp,FIN,0.036375,4238,72,
16305,80,tcp,FIN,1.008034,1684,14,
29779,40095,tcp,FIN,0.048983,528,10,
30061,53,udp,CON,0.001036,146,2,
46643,111,udp,CON,0.005709,568,4,
15764,80,tcp,FIN,0.353666,1284,12,Exploits
19741,25,tcp,FIN,0.858848,19813,34,DoS
40578,111,tcp,FIN,0.647579,564,10,Reconnaissance
63811,12505,tcp,FIN,0.061066,4222,72,
31827,21,tcp,FIN,1.245811,2934,52,
47606,48596,tcp,FIN,0.222163,8928,14,
16722,80,tcp,FIN,0.00408,1048,8,
63157,143,tcp,FIN,0.77354,7812,122,
57060,25,tcp,FIN,0.073498,37232,52,
57485,53,udp,CON,0.00097,146,2,
48347,6881,tcp,FIN,0.017871,1540,16,
50828,80,tcp,FIN,0.004096,1048,8,
18651,6881,tcp,FIN,0.328484,13038,226,
20384,6881,tcp,FIN,0.018256,1540,16,
34493,53,udp,CON,0.001041,132,2,
51605,5190,tcp,FIN,0.172149,1920,22,
33525,40095,tcp,FIN,0.223441,424,8,
28889,53,udp,CON,0.001059,132,2,
49509,6881,tcp,FIN,0.017801,1540,16,
17787,6881,tcp,FIN,0.014049,1540,16,
21283,6881,tcp,FIN,0.018386,1540,16,
31621,51645,tcp,FIN,0.022901,2870,46,
28760,61003,tcp,FIN,0.062989,4222,72,
2427,6881,tcp,FIN,0.017849,1540,16,
1094,6881,tcp,FIN,0.378518,3964,60,
30319,58043,tcp,FIN,0.041522,3598,60,
22838,111,udp,CON,0.004867,568,4,
24349,63204,udp,CON,0.001801,536,4,
19374,17195,tcp,FIN,0.055812,3598,60,
60045,6881,tcp,FIN,0.018392,1540,16,
17563,53,udp,CON,0.001045,130,2,
19747,5190,tcp,FIN,0.005148,1064,12,
13412,5190,tcp,FIN,0.094237,1272,16,
32436,6881,tcp,FIN,0.013517,1540,16,
61171,24172,tcp,FIN,0.0046,3992,18,
1536,6881,tcp,FIN,0.43212,4172,64,
33326,31226,tcp,FIN,0.043985,4238,72,
8124,6077,tcp,FIN,0.049756,4238,72,
44997,6881,tcp,FIN,0.570898,4276,66,
4762,53,udp,CON,0.001195,132,2,
32399,111,udp,CON,0.005445,568,4,
1527,5190,tcp,FIN,0.004685,1064,12,
44092,48066,udp,CON,0.001812,536,4,
13508,7948,tcp,FIN,0.052245,4222,72,
41201,6881,tcp,FIN,0.0189,1540,16,
44262,6881,tcp,FIN,0.454431,13350,232,
63889,14721,udp,CON,0.001708,536,4,
45493,6881,tcp,FIN,0.014449,1540,16,
38363,6881,tcp,FIN,0.018877,1540,16,
52805,6881,tcp,FIN,0.382316,13142,228,
11079,5190,tcp,FIN,0.00398,1064,12,
9347,45927,tcp,FIN,0.384855,4744,28,
35928,40272,tcp,FIN,0.034918,3494,58,
42479,80,tcp,FIN,0.00419,1048,8,
9976,6881,tcp,FIN,0.018886,1540,16,
2151,53115,tcp,FIN,0.165326,4200,22,
14915,12730,tcp,FIN,0.052483,4238,72,
1527,5190,tcp,FIN,0.004685,1064,12,
1527,5190,tcp,FIN,0.004685,1064,12,
37824,111,udp,CON,0.016383,568,4,
40790,37798,tcp,FIN,0.021007,2766,44,
47164,33149,udp,CON,0.001653,536,4,
42313,9186,tcp,FIN,0.025019,2766,44,
6689,111,udp,CON,0.004656,568,4,
33344,111,tcp,FIN,0.629774,564,10,Reconnaissance
31934,51449,tcp,FIN,0.121963,4238,72,
18192,62688,udp,CON,0.10115,536,4,
18821,17567,tcp,FIN,0.46941,4512,28,
19530,21,tcp,FIN,0.021598,2934,52,
47633,50231,tcp,FIN,0.03098,4238,72,
60279,12409,tcp,FIN,0.004556,8928,14,
24814,61548,udp,CON,0.03607,536,4,
30445,1374,tcp,FIN,0.014908,2766,44,
16774,111,udp,CON,0.423281,568,4,
65468,111,udp,CON,0.44938,568,4,
51098,55326,tcp,FIN,0.014935,2766,44,
1919,64458,tcp,FIN,0.099945,3598,60,
17616,53,udp,CON,0.001033,130,2,
28632,5190,tcp,FIN,0.004276,1064,12,
32307,53,udp,CON,0.001055,130,2,
65379,33060,tcp,FIN,0.003862,424,8,
62909,19145,tcp,FIN,0.096045,4222,72,
59317,111,udp,CON,0.230268,568,4,
58670,1732,udp,CON,0.35422,536,4,
2047,20641,tcp,FIN,0.002973,320,6,
2775,20641,tcp,FIN,0.046489,320,6,
48109,53,udp,CON,0.001097,146,2,
55509,60476,tcp,FIN,1.181339,4744,28,
45324,53,udp,CON,0.000947,130,2,
46190,53,udp,CON,0.001037,130,2,
48680,12409,tcp,FIN,0.279372,8928,14,
16653,53,udp,CON,0.001038,130,2,
37275,53,udp,CON,0.001031,146,2,
9751,20641,tcp,FIN,0.067474,320,6,
49841,80,tcp,FIN,1.005562,1580,12,
5022,51162,tcp,FIN,0.014828,2766,44,
39003,53,udp,CON,0.000981,146,2,
62706,143,tcp,FIN,0.030396,7812,122,
17020,5190,tcp,FIN,0.006021,1920,22,
60813,22,tcp,FIN,0.986872,24344,230,
6694,48566,tcp,FIN,0.029957,3718,62,
65046,25,tcp,FIN,0.021381,37502,52,
3743,33060,tcp,FIN,0.079734,528,10,
35724,6469,tcp,FIN,0.030888,4222,72,
23828,22651,tcp,FIN,0.682344,4512,28,
37614,35297,tcp,FIN,0.091963,3598,60,
19309,64079,tcp,FIN,1.054343,4744,28,
42722,53,udp,CON,0.00108,130,2,
19326,53,udp,CON,0.001088,146,2,
21956,80,tcp,FIN,14.502835,17226,322,
60363,80,tcp,FIN,0.352616,1288,12,Exploits
65213,25,tcp,FIN,0.769693,9816,24,Exploits
65213,25,tcp,FIN,0.769693,9816,24,Exploits
39067,80,tcp,FIN,0.199479,816,10,Exploits
56660,6881,tcp,FIN,0.014048,1540,16,
21404,37409,tcp,FIN,0.014322,2766,44,
27992,80,tcp,FIN,0.004142,1048,8,
5074,47538,tcp,FIN,0.201837,3354,55,
0,0,ospf,REQ,0,384,6,
0,0,ospf,REQ,0,384,6,
0,0,ospf,REQ,0,384,6,
0,0,ospf,REQ,0,384,6,
4785,11228,tcp,FIN,0.372464,320,6,
10570,33060,tcp,FIN,0.109212,424,8,
31880,6881,tcp,FIN,0.018333,1540,16,
48987,53,udp,CON,0.000979,130,2,
22781,5190,tcp,FIN,0.005164,1064,12,
31236,4893,tcp,CON,0.130385,1884,30,
46335,58148,tcp,FIN,0.084413,2662,42,
33481,54035,tcp,FIN,0.156886,2080,35,
54802,58886,tcp,FIN,0.085586,4222,72,
25243,25,tcp,FIN,0.486636,31690,48,
61631,53,udp,CON,0.001078,146,2,
30097,6881,tcp,FIN,0.353787,11290,195,
54267,6881,tcp,FIN,0.018295,1540,16,
55921,53,udp,CON,0.001081,132,2,
58329,26715,tcp,CON,0.074403,3494,58,
23232,65013,tcp,FIN,0.031612,4238,72,
62724,80,tcp,FIN,1.007015,1580,12,
10954,80,tcp,FIN,1.005195,1580,12,
11425,12409,tcp,FIN,0.310434,8928,14,
44620,21,tcp,FIN,1.57167,2934,52,
30948,6881,tcp,FIN,0.415907,3012,43,
33610,6881,tcp,FIN,0.018302,1540,16,
46901,5190,tcp,FIN,0.004798,1064,12,
1495,21,tcp,FIN,1.16364,2934,52,
54233,30805,tcp,FIN,0.244041,4022,68,
2185,33082,tcp,FIN,0.228049,4238,72,
45196,20641,tcp,FIN,0.130513,320,6,
17149,111,udp,CON,0.004622,568,4,
5629,40095,tcp,FIN,0.326844,424,8,
34655,6881,tcp,FIN,0.01743,1540,16,
8727,53,udp,CON,0.000959,132,2,
1309,53,udp,CON,0.000963,146,2,
20777,53,udp,CON,0.001155,146,2,
12471,53,udp,CON,0.000964,132,2,
63988,111,udp,CON,0.005367,568,4,
60093,80,tcp,CON,0.008226,994,10,
35673,80,tcp,FIN,0.004945,1048,8,
40104,53,udp,CON,0.000936,132,2,
1315,18409,tcp,FIN,0.006481,3992,18,
37992,80,tcp,FIN,0.004032,1044,8,
7600,53,udp,CON,0.001074,130,2,
9825,11228,tcp,FIN,0.441626,320,6,
1978,19090,tcp,FIN,0.00484,4224,18,
63319,19534,udp,CON,0.002244,536,4,
1159,6881,tcp,FIN,0.023623,1540,16,
20142,5190,tcp,FIN,0.004313,1064,12,
62694,6881,tcp,FIN,0.023664,1540,16,
9444,143,tcp,FIN,0.779805,7812,122,
14127,80,tcp,FIN,0.006257,1044,8,
62628,1991,udp,CON,0.001813,536,4,
43472,53,udp,CON,0.000995,146,2,
63895,6881,tcp,FIN,0.023305,1540,16,
54137,80,tcp,FIN,0.207172,1048,10,Exploits
30416,80,tcp,FIN,0.180721,732,6,Exploits
38294,40095,tcp,FIN,0.569467,268,5,
29137,6881,tcp,CON,0.661119,346,5,
30567,25,tcp,CON,0.022876,3216,6,
61514,53,udp,CON,0.000996,132,2,
49781,21,tcp,CON,3.725283,2726,48,
48334,53,udp,CON,0.001051,130,2,
26425,6881,tcp,FIN,0.597675,1540,16,
56583,53,udp,CON,0.000997,146,2,
42040,50142,tcp,FIN,0.049855,3614,60,
48496,1812,tcp,FIN,0.021802,2766,44,
25063,53,udp,INT,0,73,1,
31091,6881,tcp,CON,0.649031,1056,8,
25,56290,tcp,CON,0.017913,382,6,
22429,80,tcp,FIN,1.121001,1684,14,
42404,48596,tcp,CON,0.382479,4716,7,
45292,80,tcp,FIN,1.00915,1580,12,
61246,80,tcp,FIN,0.036151,1048,8,
8217,33060,tcp,FIN,0.321342,424,8,
37560,6881,tcp,FIN,1.299856,12310,212,
43477,6006,tcp,CON,0.036415,3182,52,
